2.25053E-09	5.32845E-09
2.49982E-09	5.91868E-09
2.77673E-09	6.57429E-09
3.08431E-09	7.30253E-09
3.42596E-09	8.11143E-09
3.80545E-09	9.00993E-09
4.22698E-09	1.0008E-08
4.6952E-09	1.11165E-08
5.21529E-09	1.23479E-08
5.79299E-09	1.37157E-08
6.43468E-09	1.5235E-08
7.14745E-09	1.69226E-08
7.93917E-09	1.87971E-08
8.8186E-09	2.08793E-08
9.79543E-09	2.31921E-08
1.08805E-08	2.5761E-08
1.20857E-08	2.86146E-08
1.34244E-08	3.17842E-08
1.49115E-08	3.5305E-08
1.65632E-08	3.92157E-08
1.83979E-08	4.35596E-08
2.04359E-08	4.83847E-08
2.26995E-08	5.37443E-08
2.5214E-08	5.96976E-08
2.80069E-08	6.63103E-08
3.11093E-08	7.36555E-08
3.45552E-08	8.18143E-08
3.83829E-08	9.08769E-08
4.26346E-08	1.00943E-07
4.73572E-08	1.12125E-07
5.2603E-08	1.24545E-07
5.84298E-08	1.38341E-07
6.49021E-08	1.53665E-07
7.20913E-08	1.70686E-07
8.00769E-08	1.89593E-07
8.8947E-08	2.10594E-07
9.87997E-08	2.33922E-07
1.09744E-07	2.59834E-07
1.219E-07	2.88615E-07
1.35403E-07	3.20585E-07
1.50402E-07	3.56097E-07
1.67062E-07	3.95541E-07
1.85567E-07	4.39356E-07
2.06122E-07	4.88023E-07
2.28954E-07	5.42081E-07
2.54316E-07	6.02128E-07
2.82486E-07	6.68826E-07
3.13777E-07	7.42911E-07
3.48534E-07	8.25204E-07
3.87142E-07	9.16612E-07
4.30025E-07	1.01814E-06
4.77659E-07	1.13092E-06
5.3057E-07	1.2562E-06
5.89341E-07	1.39535E-06
6.54622E-07	1.54991E-06
7.27135E-07	1.72159E-06
8.07679E-07	1.91229E-06
8.97146E-07	2.12412E-06
9.96523E-07	2.35941E-06
1.10691E-06	2.62076E-06
1.22952E-06	2.91106E-06
1.36571E-06	3.23352E-06
1.51699E-06	3.59169E-06
1.68503E-06	3.98955E-06
1.87168E-06	4.43147E-06
2.07901E-06	4.92234E-06
2.3093E-06	5.46759E-06
2.5651E-06	6.07323E-06
2.84924E-06	6.74597E-06
3.16485E-06	7.49321E-06
3.51542E-06	8.32324E-06
3.90482E-06	9.2452E-06
4.33735E-06	1.02693E-05
4.8178E-06	1.14068E-05
5.35147E-06	1.26703E-05
5.94425E-06	1.40738E-05
6.60269E-06	1.56328E-05
7.33407E-06	1.73644E-05
8.14646E-06	1.92879E-05
9.04884E-06	2.14244E-05
1.00512E-05	2.37975E-05
1.11645E-05	2.64336E-05
1.24012E-05	2.93616E-05
1.37749E-05	3.2614E-05
1.53007E-05	3.62266E-05
1.69956E-05	4.02394E-05
1.88781E-05	4.46966E-05
2.09692E-05	4.96476E-05
2.3292E-05	5.5147E-05
2.5872E-05	6.12555E-05
2.87378E-05	6.80407E-05
3.1921E-05	7.55774E-05
3.54568E-05	8.39489E-05
3.93842E-05	9.32477E-05
4.37467E-05	0.000103576
4.85924E-05	0.000115049
5.39748E-05	0.000127793
5.99533E-05	0.000141948
6.65941E-05	0.000157671
7.39703E-05	0.000175135
8.21636E-05	0.000194534
9.12643E-05	0.000216081
0.000101373	0.000240015
0.000112601	0.000266599
0.000125073	0.000296128
0.000138926	0.000328927
0.000154313	0.000365358
0.000171405	0.000405825
0.000190389	0.000450772
0.000211475	0.000500697
0.000234897	0.000556151
0.000260912	0.000617745
0.000289807	0.000686159
0.000321902	0.000762149
0.000357551	0.000846552
0.000397147	0.0009403
0.000441126	0.001044426
0.000489973	0.00116008
0.000544228	0.001288535
0.000604488	0.001431209
0.000671417	0.001589673
0.000745753	0.001765674
0.000828314	0.00196115
0.000920011	0.002178253
0.001021851	0.002419374
0.001134956	0.002687165
0.001260569	0.002984573
0.001400072	0.003314866
0.001554997	0.003681673
0.001727046	0.004089022
0.001918107	0.004541384
0.002130274	0.005043719
0.002365872	0.00560153
0.00262748	0.006220924
0.00291796	0.006908675
0.003240483	0.007672295
0.00359857	0.008520114
0.00399612	0.009461371
0.00443746	0.010506303
0.00492738	0.011666258
0.005471193	0.012953809
0.006074778	0.014382881
0.00674465	0.015968895
0.007488017	0.01772892
0.008312856	0.019681842
0.009227991	0.02184855
0.010243173	0.024252135
0.011369179	0.026918111
0.012617908	0.02987465
0.014002489	0.033152838
0.0155374	0.036786953
0.01723859	0.040814759
0.019123617	0.045277821
0.021211782	0.050221842
0.023524285	0.055697015
0.026084378	0.06175839
0.028917525	0.068466259
0.032051567	0.075886539
0.035516888	0.084091169
0.039346578	0.093158492
0.043576586	0.103173623
0.048245862	0.114228783
0.053396483	0.126423594
0.059073741	0.139865291
0.065326198	0.154668852
0.072205684	0.170956992
0.079767226	0.188859993
0.088068888	0.208515331
0.097171502	0.230067034
0.107138261	0.253664722
0.118034151	0.279462256
0.129925186	0.307615934
0.142877414	0.338282132
0.156955657	0.371614329
0.172221959	0.40775942
0.188733694	0.446853248
0.206541319	0.489015275
0.225685745	0.534342365
0.24619533	0.582901657
0.268082492	0.634722554
0.291340001	0.68978794
0.315937008	0.748024773
0.341814926	0.80929434
0.368883321	0.873382527
0.397016019	0.939990599
0.426047683	1.008727098
0.455771161	1.079101561
0.48593594	1.150520868
0.516248068	1.222289043
0.546371866	1.293611322
0.575933755	1.363603203
0.60452839	1.431304975
0.631727203	1.495701943
0.657089267	1.555750153
0.680174213	1.610406972
0.70055671	1.658665365
0.717841814	1.699590253
0.731680349	1.732354906
0.741783333	1.756275126
0.747934503	1.770838876
0.75	1.775729226
0.747934503	1.770838876
0.741783333	1.756275126
0.731680349	1.732354906
0.717841814	1.699590253
0.70055671	1.658665365
0.680174213	1.610406972
